"date","broad_cat","disp_desc","n"
2015-01-16,"Violent crime, physical & sexual abuse, death","Advised",1
2015-01-17,"Miscellaneous general","Report Taken",3
2015-01-17,"Miscellaneous general","Service",6
2015-01-17,"Public services","Referred",1
2015-01-17,"Public services","Service",5
2015-01-17,"Bikes","Cited",1
2015-01-17,"Checkup","Advised",2
2015-01-17,"Checkup","Cancelled by RP",5
2015-01-17,"Checkup","Referred",1
2015-01-17,"Checkup","Report Taken",1
2015-01-17,"Checkup","Service",19
2015-01-17,"Patrol","Service",5
2015-01-17,"Vehicular violations","Advised",14
2015-01-17,"Vehicular violations","Cited",8
2015-01-17,"Vehicular violations","Report Taken",1
2015-01-17,"Vehicular violations","Service",11
2015-01-17,"Miscellaneous crime/citation","Report Taken",1
2015-01-17,"Miscellaneous crime/citation","Service",1
2015-01-17,"Disturbance","Advised",2
2015-01-17,"Disturbance","Report Taken",1
2015-01-17,"Disturbance","Service",8
2015-01-17,"Disturbance","Unable to Locate",2
2015-01-17,"Accidents/injuries","Service",1
2015-01-17,"Burglary/theft","Incident Number Given",1
2015-01-17,"Burglary/theft","Report Taken",1
2015-01-17,"Person search","Cancelled by RP",1
2015-01-17,"Person search","Service",1
2015-01-17,"Suspicious activity/threats","Advised",1
2015-01-17,"Suspicious activity/threats","Service",13
2015-01-17,"Suspicious activity/threats","Unable to Locate",1
2015-01-17,"Violent crime, physical & sexual abuse, death","Report Taken",2
2015-01-18,"Miscellaneous general","Service",4
2015-01-18,"Miscellaneous general","Unable to Locate",1
2015-01-18,"Public services","Service",8
2015-01-18,"Bikes","Service",1
2015-01-18,"Checkup","Advised",1
2015-01-18,"Checkup","Arrest Made",1
2015-01-18,"Checkup","Cancelled by RP",5
2015-01-18,"Checkup","False Alarm",1
2015-01-18,"Checkup","Service",18
2015-01-18,"Checkup","Unable to Locate",2
2015-01-18,"Checkup","Unfounded",1
2015-01-18,"Patrol","Civil Problem",1
2015-01-18,"Patrol","Service",4
2015-01-18,"Vehicular violations","Advised",16
2015-01-18,"Vehicular violations","Cited",16
2015-01-18,"Vehicular violations","Service",13
2015-01-18,"Vehicular violations","Unable to Locate",1
2015-01-18,"Miscellaneous crime/citation","Referred",1
2015-01-18,"Miscellaneous crime/citation","Report Taken",1
2015-01-18,"Disturbance","Advised",1
2015-01-18,"Disturbance","Report Taken",1
2015-01-18,"Disturbance","Service",5
2015-01-18,"Disturbance","Unable to Locate",3
2015-01-18,"Alcohol/drugs","Arrest Made",2
2015-01-18,"Accidents/injuries","Incident Number Given",1
2015-01-18,"Accidents/injuries","Referred",1
2015-01-18,"Burglary/theft","Report Taken",1
2015-01-18,"Burglary/theft","Service",2
2015-01-18,"Burglary/theft","Unable to Locate",1
2015-01-18,"Person search","Service",2
2015-01-18,"Suspicious activity/threats","Advised",1
2015-01-18,"Suspicious activity/threats","Arrest Made",1
2015-01-18,"Suspicious activity/threats","Service",6
2015-01-19,"Miscellaneous general","Service",7
2015-01-19,"Public services","Referred",3
2015-01-19,"Public services","Service",4
2015-01-19,"Bikes","Service",1
2015-01-19,"Checkup","Cancelled by RP",3
2015-01-19,"Checkup","False Alarm",1
2015-01-19,"Checkup","Service",14
2015-01-19,"Checkup","Unable to Locate",1
2015-01-19,"Patrol","Civil Problem",3
2015-01-19,"Patrol","Service",3
2015-01-19,"Vehicular violations","Advised",16
2015-01-19,"Vehicular violations","Cancelled by RP",1
2015-01-19,"Vehicular violations","Cited",20
2015-01-19,"Vehicular violations","Referred",2
2015-01-19,"Vehicular violations","Service",22
2015-01-19,"Vehicular violations","Unable to Locate",1
2015-01-19,"Miscellaneous crime/citation","Service",1
2015-01-19,"Disturbance","Service",6
2015-01-19,"Accidents/injuries","Report Taken",1
2015-01-19,"Accidents/injuries","Service",1
2015-01-19,"Burglary/theft","Cancelled by RP",1
2015-01-19,"Burglary/theft","False Alarm",1
2015-01-19,"Burglary/theft","Online Crime Report",2
2015-01-19,"Burglary/theft","Report Taken",3
2015-01-19,"Burglary/theft","Service",1
2015-01-19,"Person search","Service",1
2015-01-19,"Suspicious activity/threats","Service",8
2015-01-19,"Suspicious activity/threats","Unable to Locate",5
2015-01-19,"Violent crime, physical & sexual abuse, death","Report Taken",2
2015-01-20,"Miscellaneous general","Report Taken",1
2015-01-20,"Miscellaneous general","Service",6
2015-01-20,"Public services","Incident Number Given",1
2015-01-20,"Public services","Online Crime Report",1
2015-01-20,"Public services","Referred",3
2015-01-20,"Public services","Service",3
2015-01-20,"Bikes","Advised",2
2015-01-20,"Checkup","Cancelled by RP",5
2015-01-20,"Checkup","False Alarm",1
2015-01-20,"Checkup","Referred",1
2015-01-20,"Checkup","Report Taken",1
2015-01-20,"Checkup","Service",20
2015-01-20,"Checkup","Unable to Locate",1
2015-01-20,"Patrol","Civil Problem",1
2015-01-20,"Patrol","Service",10
2015-01-20,"Vehicular violations","Advised",9
2015-01-20,"Vehicular violations","Cited",5
2015-01-20,"Vehicular violations","Referred",1
2015-01-20,"Vehicular violations","Service",9
2015-01-20,"Miscellaneous crime/citation","Report Taken",3
2015-01-20,"Miscellaneous crime/citation","Service",10
2015-01-20,"Disturbance","Service",4
2015-01-20,"Alcohol/drugs","Report Taken",1
2015-01-20,"Alcohol/drugs","Service",2
2015-01-20,"Alcohol/drugs","Unable to Locate",1
2015-01-20,"Accidents/injuries","Incident Number Given",1
2015-01-20,"Accidents/injuries","Service",1
2015-01-20,"Burglary/theft","False Alarm",1
2015-01-20,"Burglary/theft","MORF",1
2015-01-20,"Burglary/theft","Online Crime Report",9
2015-01-20,"Burglary/theft","Report Taken",6
2015-01-20,"Burglary/theft","Service",1
2015-01-20,"Person search","Service",5
2015-01-20,"Person search","Unable to Locate",1
2015-01-20,"Person search","Unfounded",1
2015-01-20,"Suspicious activity/threats","Service",7
2015-01-20,"Suspicious activity/threats","Unable to Locate",2
2015-01-20,"Violent crime, physical & sexual abuse, death","Incident Number Given",1
2015-01-21,"Miscellaneous general","Referred",1
2015-01-21,"Miscellaneous general","Report Taken",2
2015-01-21,"Miscellaneous general","Service",17
2015-01-21,"Public services","Online Crime Report",3
2015-01-21,"Public services","Referred",2
2015-01-21,"Public services","Service",13
2015-01-21,"Bikes","Service",6
2015-01-21,"Checkup","Cancelled by RP",6
2015-01-21,"Checkup","Report Taken",1
2015-01-21,"Checkup","Service",22
2015-01-21,"Patrol","Civil Problem",1
2015-01-21,"Patrol","Report Taken",1
2015-01-21,"Patrol","Service",7
2015-01-21,"Vehicular violations","Advised",11
2015-01-21,"Vehicular violations","Cancelled by RP",1
2015-01-21,"Vehicular violations","Cited",25
2015-01-21,"Vehicular violations","Referred",1
2015-01-21,"Vehicular violations","Report Taken",1
2015-01-21,"Vehicular violations","Service",18
2015-01-21,"Vehicular violations","Unable to Locate",1
2015-01-21,"Miscellaneous crime/citation","Advised",1
2015-01-21,"Miscellaneous crime/citation","Report Taken",1
2015-01-21,"Miscellaneous crime/citation","Service",3
2015-01-21,"Disturbance","Service",3
2015-01-21,"Accidents/injuries","Service",3
2015-01-21,"Burglary/theft","Cancelled by RP",1
2015-01-21,"Burglary/theft","False Alarm",1
2015-01-21,"Burglary/theft","Incident Number Given",1
2015-01-21,"Burglary/theft","Online Crime Report",17
2015-01-21,"Burglary/theft","Referred",1
2015-01-21,"Burglary/theft","Report Taken",2
2015-01-21,"Burglary/theft","Service",1
2015-01-21,"Person search","Service",1
2015-01-21,"Person search","Unable to Locate",1
2015-01-21,"Suspicious activity/threats","Service",5
2015-01-21,"Violent crime, physical & sexual abuse, death","Report Taken",1
2015-01-21,"Violent crime, physical & sexual abuse, death","Service",1
2015-01-22,"Miscellaneous general","Service",10
2015-01-22,"Public services","Advised",1
2015-01-22,"Public services","Cancelled by RP",1
2015-01-22,"Public services","Referred",2
2015-01-22,"Public services","Report Taken",1
2015-01-22,"Public services","Service",6
2015-01-22,"Bikes","Advised",2
2015-01-22,"Bikes","Cited",2
2015-01-22,"Checkup","Advised",3
2015-01-22,"Checkup","Cancelled by RP",2
2015-01-22,"Checkup","Referred",3
2015-01-22,"Checkup","Report Taken",1
2015-01-22,"Checkup","Service",17
2015-01-22,"Checkup","Unable to Locate",2
2015-01-22,"Patrol","Service",12
2015-01-22,"Vehicular violations","Advised",14
2015-01-22,"Vehicular violations","Arrest Made",1
2015-01-22,"Vehicular violations","Cited",9
2015-01-22,"Vehicular violations","Referred",1
2015-01-22,"Vehicular violations","Service",10
2015-01-22,"Miscellaneous crime/citation","Advised",1
2015-01-22,"Miscellaneous crime/citation","Online Crime Report",1
2015-01-22,"Miscellaneous crime/citation","Report Taken",2
2015-01-22,"Miscellaneous crime/citation","Service",5
2015-01-22,"Disturbance","Advised",2
2015-01-22,"Disturbance","Service",2
2015-01-22,"Disturbance","Unable to Locate",1
2015-01-22,"Alcohol/drugs","Referred",1
2015-01-22,"Alcohol/drugs","Service",2
2015-01-22,"Accidents/injuries","Referred",1
2015-01-22,"Accidents/injuries","Service",3
2015-01-22,"Burglary/theft","False Alarm",1
2015-01-22,"Burglary/theft","MORF",1
2015-01-22,"Burglary/theft","Online Crime Report",3
2015-01-22,"Burglary/theft","Service",1
2015-01-22,"Person search","Advised",1
2015-01-22,"Person search","Service",3
2015-01-22,"Suspicious activity/threats","Advised",2
2015-01-22,"Suspicious activity/threats","Report Taken",1
2015-01-22,"Suspicious activity/threats","Service",1
2015-01-22,"Suspicious activity/threats","Unable to Locate",2
2015-01-22,"Violent crime, physical & sexual abuse, death","Report Taken",4
2015-01-23,"Miscellaneous general","Report Taken",1
2015-01-23,"Miscellaneous general","Service",3
2015-01-23,"Public services","Advised",3
2015-01-23,"Public services","Cancelled by RP",1
2015-01-23,"Public services","Service",7
2015-01-23,"Bikes","Advised",1
2015-01-23,"Bikes","Service",4
2015-01-23,"Checkup","Cancelled by RP",2
2015-01-23,"Checkup","Referred",2
2015-01-23,"Checkup","Service",15
2015-01-23,"Patrol","Referred",1
2015-01-23,"Patrol","Service",7
2015-01-23,"Vehicular violations","Advised",13
2015-01-23,"Vehicular violations","Arrest Made",1
2015-01-23,"Vehicular violations","Cited",6
2015-01-23,"Vehicular violations","Referred",1
2015-01-23,"Vehicular violations","Service",2
2015-01-23,"Miscellaneous crime/citation","Arrest Made",1
2015-01-23,"Miscellaneous crime/citation","Cancelled by RP",1
2015-01-23,"Miscellaneous crime/citation","Referred",1
2015-01-23,"Miscellaneous crime/citation","Report Taken",1
2015-01-23,"Miscellaneous crime/citation","Service",6
2015-01-23,"Miscellaneous crime/citation","Unable to Locate",1
2015-01-23,"Disturbance","Advised",1
2015-01-23,"Disturbance","Report Taken",1
2015-01-23,"Disturbance","Service",1
2015-01-23,"Disturbance","Unable to Locate",3
2015-01-23,"Disturbance","Unfounded",1
2015-01-23,"Accidents/injuries","Service",1
2015-01-23,"Burglary/theft","Arrest Made",1
2015-01-23,"Burglary/theft","Cancelled by RP",1
2015-01-23,"Burglary/theft","False Alarm",2
2015-01-23,"Burglary/theft","MORF",1
2015-01-23,"Burglary/theft","Online Crime Report",1
2015-01-23,"Burglary/theft","Report Taken",4
2015-01-23,"Person search","Cancelled by RP",1
2015-01-23,"Person search","Report Taken",1
2015-01-23,"Person search","Service",1
2015-01-23,"Suspicious activity/threats","Advised",3
2015-01-23,"Suspicious activity/threats","Arrest Made",1
2015-01-23,"Suspicious activity/threats","Referred",2
2015-01-23,"Suspicious activity/threats","Report Taken",2
2015-01-23,"Suspicious activity/threats","Service",8
2015-01-23,"Suspicious activity/threats","Unable to Locate",1
2015-01-23,"Violent crime, physical & sexual abuse, death","Advised",1
2015-01-23,"Violent crime, physical & sexual abuse, death","Report Taken",2
2015-01-24,"Miscellaneous general","Report Taken",1
2015-01-24,"Miscellaneous general","Service",1
2015-01-24,"Public services","Advised",1
2015-01-24,"Public services","Referred",2
2015-01-24,"Public services","Service",5
2015-01-24,"Bikes","Service",4
2015-01-24,"Checkup","Advised",1
2015-01-24,"Checkup","Cancelled by RP",5
2015-01-24,"Checkup","Service",13
2015-01-24,"Checkup","Unable to Locate",1
2015-01-24,"Checkup","Unfounded",1
2015-01-24,"Patrol","Service",4
2015-01-24,"Vehicular violations","Advised",6
2015-01-24,"Vehicular violations","Cited",7
2015-01-24,"Vehicular violations","Service",14
2015-01-24,"Vehicular violations","Unable to Locate",1
2015-01-24,"Miscellaneous crime/citation","Advised",1
2015-01-24,"Miscellaneous crime/citation","Online Crime Report",1
2015-01-24,"Miscellaneous crime/citation","Service",1
2015-01-24,"Disturbance","Advised",1
2015-01-24,"Disturbance","Arrest Made",1
2015-01-24,"Disturbance","Service",7
2015-01-24,"Disturbance","Unable to Locate",3
2015-01-24,"Accidents/injuries","Incident Number Given",1
2015-01-24,"Accidents/injuries","Referred",1
2015-01-24,"Accidents/injuries","Report Taken",1
2015-01-24,"Accidents/injuries","Service",2
2015-01-24,"Burglary/theft","Cancelled by RP",1
2015-01-24,"Burglary/theft","Report Taken",2
2015-01-24,"Person search","Advised",1
2015-01-24,"Person search","Service",4
2015-01-24,"Suspicious activity/threats","Advised",2
2015-01-24,"Suspicious activity/threats","Arrest Made",1
2015-01-24,"Suspicious activity/threats","Referred",2
2015-01-24,"Suspicious activity/threats","Report Taken",1
2015-01-24,"Suspicious activity/threats","Service",12
2015-01-24,"Suspicious activity/threats","Unable to Locate",2
2015-01-24,"Violent crime, physical & sexual abuse, death","Report Taken",1
2015-01-24,"Violent crime, physical & sexual abuse, death","Service",1
2015-01-25,"Miscellaneous general","Service",4
2015-01-25,"Public services","Referred",2
2015-01-25,"Public services","Service",3
2015-01-25,"Bikes","Cited",1
2015-01-25,"Bikes","Referred",1
2015-01-25,"Checkup","Cancelled by RP",4
2015-01-25,"Checkup","Referred",1
2015-01-25,"Checkup","Service",8
2015-01-25,"Patrol","Report Taken",1
2015-01-25,"Patrol","Service",5
2015-01-25,"Vehicular violations","Advised",13
2015-01-25,"Vehicular violations","Cancelled by RP",1
2015-01-25,"Vehicular violations","Cited",26
2015-01-25,"Vehicular violations","Service",11
2015-01-25,"Miscellaneous crime/citation","Report Taken",1
2015-01-25,"Disturbance","Advised",1
2015-01-25,"Disturbance","Service",6
2015-01-25,"Disturbance","Unable to Locate",3
2015-01-25,"Alcohol/drugs","Service",2
2015-01-25,"Alcohol/drugs","Unable to Locate",1
2015-01-25,"Burglary/theft","Service",1
2015-01-25,"Burglary/theft","Unfounded",1
2015-01-25,"Person search","Service",3
2015-01-25,"Suspicious activity/threats","Service",5
2015-01-25,"Suspicious activity/threats","Unable to Locate",1
2015-01-26,"Miscellaneous general","Service",10
2015-01-26,"Public services","Referred",2
2015-01-26,"Public services","Report Taken",1
2015-01-26,"Public services","Service",5
2015-01-26,"Bikes","Advised",3
2015-01-26,"Bikes","Cited",1
2015-01-26,"Checkup","Cancelled by RP",7
2015-01-26,"Checkup","False Alarm",1
2015-01-26,"Checkup","Service",7
2015-01-26,"Checkup","Unable to Locate",1
2015-01-26,"Patrol","Service",7
2015-01-26,"Patrol","Unable to Locate",1
2015-01-26,"Vehicular violations","Advised",11
2015-01-26,"Vehicular violations","Cited",23
2015-01-26,"Vehicular violations","Service",9
2015-01-26,"Miscellaneous crime/citation","Report Taken",3
2015-01-26,"Miscellaneous crime/citation","Service",8
2015-01-26,"Disturbance","Service",2
2015-01-26,"Disturbance","Unable to Locate",1
2015-01-26,"Alcohol/drugs","Service",1
2015-01-26,"Accidents/injuries","Incident Number Given",1
2015-01-26,"Accidents/injuries","Service",1
2015-01-26,"Burglary/theft","False Alarm",1
2015-01-26,"Burglary/theft","MORF",1
2015-01-26,"Burglary/theft","Online Crime Report",3
2015-01-26,"Burglary/theft","Report Taken",1
2015-01-26,"Burglary/theft","Service",1
2015-01-26,"Person search","Service",1
2015-01-26,"Person search","Unable to Locate",1
2015-01-26,"Suspicious activity/threats","Advised",2
2015-01-26,"Suspicious activity/threats","Civil Problem",1
2015-01-26,"Suspicious activity/threats","Service",1
2015-01-26,"Suspicious activity/threats","Unable to Locate",1
2015-01-26,"Suspicious activity/threats","Unfounded",1
2015-01-26,"Violent crime, physical & sexual abuse, death","Report Taken",1
2015-01-26,"Violent crime, physical & sexual abuse, death","Service",1
2015-01-27,"Miscellaneous general","Report Taken",1
2015-01-27,"Miscellaneous general","Service",2
2015-01-27,"Public services","Advised",1
2015-01-27,"Public services","Referred",1
2015-01-27,"Public services","Service",5
2015-01-27,"Bikes","Cited",1
2015-01-27,"Bikes","Service",2
2015-01-27,"Checkup","Cancelled by RP",4
2015-01-27,"Checkup","Service",19
2015-01-27,"Patrol","Service",11
2015-01-27,"Vehicular violations","Advised",12
2015-01-27,"Vehicular violations","Cited",18
2015-01-27,"Vehicular violations","Referred",2
2015-01-27,"Vehicular violations","Report Taken",1
2015-01-27,"Vehicular violations","Service",14
2015-01-27,"Miscellaneous crime/citation","Advised",1
2015-01-27,"Miscellaneous crime/citation","Online Crime Report",2
2015-01-27,"Miscellaneous crime/citation","Referred",1
